PRCDDA,Province,Dissemination area (DA) Population,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores,Economic dependency Quintiles,Economic dependency Scores,Residential instability Quintiles,Residential instability Scores
59070220,British Columbia,524,2,-0.580,1,-0.704,4,0.108,1,-0.993
59070221,British Columbia,474,3,-0.485,3,-0.178,5,0.667,4,-0.090
59070222,British Columbia,344,1,-0.826,3,-0.284,5,0.720,5,1.953
59070223,British Columbia,487,2,-0.683,1,-0.918,4,0.470,2,-0.521
59070224,British Columbia,465,3,-0.454,4,0.189,4,0.239,3,-0.471
59070225,British Columbia,443,2,-0.738,2,-0.574,4,0.444,2,-0.486
59070226,British Columbia,496,1,-0.839,3,-0.339,4,0.284,3,-0.367
59070227,British Columbia,313,2,-0.766,1,-0.940,3,-0.261,1,-1.016
59070228,British Columbia,1004,1,-0.818,4,-0.076,5,0.573,4,0.637
59070229,British Columbia,1231,2,-0.746,3,-0.316,1,-0.777,3,-0.177
59070230,British Columbia,426,3,-0.359,5,0.258,2,-0.366,3,-0.346
59070231,British Columbia,411,1,-0.777,4,-0.006,3,-0.342,2,-0.690
59070232,British Columbia,471,2,-0.677,3,-0.178,3,-0.089,2,-0.532
59070233,British Columbia,434,2,-0.643,3,-0.171,4,0.100,5,1.216
59070234,British Columbia,441,2,-0.740,5,0.309,4,0.158,4,0.010
59070235,British Columbia,526,2,-0.753,3,-0.335,2,-0.461,2,-0.650
59070236,British Columbia,674,3,-0.559,5,0.649,2,-0.532,5,0.737
59070237,British Columbia,569,3,-0.497,4,0.103,4,0.278,5,0.998
59070238,British Columbia,437,2,-0.618,5,0.646,2,-0.454,5,1.167
59070239,British Columbia,484,2,-0.689,5,1.187,4,0.175,5,2.447
59070240,British Columbia,536,2,-0.636,5,0.748,5,0.924,5,2.369
59070241,British Columbia,548,1,-0.799,3,-0.369,5,0.904,4,0.335
59070242,British Columbia,885,2,-0.583,4,0.131,3,-0.029,5,1.016
59070243,British Columbia,533,1,-0.782,3,-0.280,2,-0.602,3,-0.326
59070244,British Columbia,687,3,-0.549,5,0.710,3,-0.148,5,1.612
59070245,British Columbia,548,2,-0.705,4,-0.004,2,-0.467,1,-0.794
59070246,British Columbia,422,2,-0.752,4,0.024,5,2.203,5,1.195
59070247,British Columbia,588,3,-0.529,3,-0.141,4,0.203,3,-0.249
59070248,British Columbia,483,3,-0.411,4,0.088,5,0.929,5,0.901
59070249,British Columbia,672,3,-0.339,2,-0.444,5,1.548,4,0.697
59070250,British Columbia,272,1,-0.871,5,0.369,4,0.504,4,0.375
59070252,British Columbia,954,3,-0.536,1,-0.736,5,3.011,4,0.612
59070253,British Columbia,553,3,-0.302,4,0.070,5,1.115,3,-0.312
59070254,British Columbia,426,2,-0.667,2,-0.376,5,1.378,4,-0.001
59070255,British Columbia,633,3,-0.451,5,0.573,5,0.691,4,0.060
59070256,British Columbia,404,1,-0.795,3,-0.142,5,1.511,3,-0.395
59070257,British Columbia,643,3,-0.475,5,0.408,3,-0.251,5,0.791
59070258,British Columbia,688,4,-0.041,3,-0.171,5,1.468,4,0.217
59070259,British Columbia,447,1,-1.345,1,-1.983,5,8.901,3,-0.207
59070260,British Columbia,746,2,-0.751,2,-0.577,5,2.469,5,1.931
59070261,British Columbia,246,2,-0.723,3,-0.266,5,0.739,4,-0.023
59070264,British Columbia,427,3,-0.242,4,-0.111,5,1.390,3,-0.187
59070266,British Columbia,460,3,-0.529,2,-0.421,4,0.253,1,-0.985
59070267,British Columbia,818,3,-0.524,1,-0.903,4,0.137,3,-0.297
59070268,British Columbia,557,4,0.027,1,-0.707,4,0.410,1,-0.807
59070269,British Columbia,966,2,-0.654,1,-0.913,3,-0.117,2,-0.707
59070270,British Columbia,506,2,-0.764,4,0.106,5,0.571,5,0.855
59070271,British Columbia,345,1,-0.848,2,-0.382,1,-1.042,3,-0.255
59070272,British Columbia,289,1,-0.782,2,-0.377,2,-0.421,3,-0.257
59070273,British Columbia,418,1,-0.909,1,-0.658,2,-0.529,2,-0.559
59070274,British Columbia,619,1,-0.904,1,-0.756,3,-0.347,1,-1.032
59070275,British Columbia,429,2,-0.616,1,-0.852,4,0.145,2,-0.745
59070276,British Columbia,357,1,-0.878,5,0.349,5,3.317,2,-0.626
59070277,British Columbia,621,2,-0.739,4,-0.072,5,3.541,3,-0.375
59070279,British Columbia,363,3,-0.390,5,0.489,4,0.105,3,-0.250
59070280,British Columbia,420,4,0.352,5,0.509,5,0.941,3,-0.417
59070281,British Columbia,381,4,-0.073,4,0.219,2,-0.447,1,-0.775
59070282,British Columbia,311,4,-0.073,4,-0.075,5,1.174,2,-0.740
59070283,British Columbia,396,4,0.471,4,0.031,5,0.735,1,-1.084
59070284,British Columbia,445,2,-0.649,3,-0.289,5,2.945,4,0.226
59070285,British Columbia,456,2,-0.634,4,0.042,5,0.728,3,-0.477
59070286,British Columbia,860,3,-0.367,5,0.324,5,1.363,5,1.119
59070287,British Columbia,195,2,-0.661,3,-0.112,5,2.587,4,-0.058
59070288,British Columbia,470,3,-0.397,3,-0.243,5,1.429,4,0.305
59070289,British Columbia,423,3,-0.228,2,-0.491,5,1.497,3,-0.473
59070290,British Columbia,730,3,-0.314,2,-0.558,5,0.884,2,-0.689
59070291,British Columbia,582,2,-0.626,2,-0.432,5,2.265,2,-0.627
59070292,British Columbia,556,2,-0.642,2,-0.464,5,1.269,5,0.842
59070293,British Columbia,535,4,0.161,5,0.303,5,1.612,3,-0.274
59070294,British Columbia,760,2,-0.607,1,-0.721,5,3.170,2,-0.701
59070296,British Columbia,709,2,-0.757,3,-0.120,5,3.013,5,1.112
59070297,British Columbia,414,2,-0.733,1,-0.836,5,1.338,1,-0.861
59070298,British Columbia,642,3,-0.291,4,0.064,5,1.110,4,0.521
59070299,British Columbia,263,1,-1.152,1,-1.977,5,9.442,2,-0.666
59070302,British Columbia,556,1,-0.849,3,-0.194,5,0.896,2,-0.727
59070303,British Columbia,579,1,-0.902,5,1.540,4,0.414,3,-0.377
59070304,British Columbia,200,1,-0.972,1,-1.060,5,8.271,3,-0.381
59070306,British Columbia,240,1,-0.957,5,0.485,2,-0.376,3,-0.296
59070307,British Columbia,52,2,-0.686,1,-0.786,3,-0.032,3,-0.329
59070308,British Columbia,901,1,-0.885,5,2.150,4,0.453,1,-0.756
59090049,British Columbia,585,2,-0.748,1,-0.761,2,-0.598,1,-0.929
59090051,British Columbia,815,2,-0.607,2,-0.386,1,-0.966,1,-0.806
59090052,British Columbia,668,2,-0.758,1,-0.843,1,-0.990,3,-0.346
59090054,British Columbia,620,1,-0.802,3,-0.316,2,-0.657,1,-0.844
59090055,British Columbia,1076,2,-0.741,2,-0.428,2,-0.599,2,-0.701
59090056,British Columbia,1409,3,-0.460,2,-0.432,1,-1.340,3,-0.386
59090057,British Columbia,294,1,-0.853,4,-0.057,1,-1.224,3,-0.276
59090058,British Columbia,807,4,0.044,3,-0.130,3,-0.220,2,-0.513
59090059,British Columbia,282,1,-0.926,2,-0.578,1,-1.289,1,-0.847
59090060,British Columbia,537,3,-0.433,3,-0.236,1,-1.066,1,-0.998
59090061,British Columbia,857,3,-0.491,2,-0.476,1,-0.784,4,0.036
59090062,British Columbia,742,3,-0.410,2,-0.463,3,-0.040,3,-0.291
59090063,British Columbia,943,3,-0.232,5,0.410,1,-0.957,5,2.084
59090064,British Columbia,385,3,-0.562,5,0.294,2,-0.651,5,1.633
59090065,British Columbia,601,3,-0.177,4,0.247,1,-0.931,4,0.112
59090066,British Columbia,626,3,-0.351,4,0.179,2,-0.476,4,0.227
59090067,British Columbia,1192,3,-0.164,5,0.827,3,-0.317,5,2.925
59090068,British Columbia,398,3,-0.523,5,1.344,2,-0.570,5,0.807
59090069,British Columbia,932,4,0.339,3,-0.210,3,-0.231,5,1.100
59090070,British Columbia,1001,3,-0.383,1,-0.769,5,0.901,4,0.541
59090071,British Columbia,656,5,1.421,5,0.386,2,-0.523,3,-0.205
59090072,British Columbia,889,4,0.640,3,-0.183,4,0.259,3,-0.212
59090073,British Columbia,618,4,0.497,4,0.239,1,-0.745,4,0.158
59090074,British Columbia,461,4,0.198,4,0.040,2,-0.575,4,-0.029
59090075,British Columbia,885,4,-0.016,4,0.167,2,-0.526,5,1.503
59090076,British Columbia,957,3,-0.434,4,0.075,4,0.189,5,2.160
59090078,British Columbia,1060,4,-0.112,5,0.535,4,0.265,5,1.955
59090080,British Columbia,742,4,0.051,5,0.279,3,-0.235,5,2.457
59090081,British Columbia,717,3,-0.392,5,0.607,5,1.338,5,2.090
59090082,British Columbia,526,3,-0.184,3,-0.313,5,2.432,5,1.137
59090083,British Columbia,327,4,0.059,4,0.160,4,0.525,2,-0.515
59090084,British Columbia,500,4,0.259,4,0.186,3,-0.036,3,-0.303
59090085,British Columbia,714,3,-0.262,4,0.240,4,0.081,3,-0.410
59090086,British Columbia,656,4,0.472,4,0.081,2,-0.539,1,-0.874
59090087,British Columbia,433,5,1.249,4,0.066,2,-0.639,2,-0.504
59090088,British Columbia,583,4,0.538,3,-0.205,1,-0.831,3,-0.384
59090089,British Columbia,980,4,0.489,3,-0.248,2,-0.586,2,-0.599
59090090,British Columbia,375,5,1.122,4,0.190,4,0.121,3,-0.455
59090091,British Columbia,405,5,0.918,4,0.083,3,-0.196,1,-1.176
59090092,British Columbia,856,5,1.039,5,0.332,3,-0.325,2,-0.526
59090093,British Columbia,525,3,-0.352,5,0.997,2,-0.356,3,-0.275
59090094,British Columbia,690,4,0.142,5,0.435,3,-0.033,4,0.619
59090095,British Columbia,595,4,0.671,5,0.426,1,-0.887,4,0.177
59090096,British Columbia,495,4,-0.019,5,0.762,4,0.477,5,2.590
59090097,British Columbia,328,3,-0.151,1,-0.670,5,4.468,5,0.879
59090098,British Columbia,571,4,0.243,5,1.465,4,0.549,5,1.306
59090099,British Columbia,675,4,-0.104,2,-0.523,5,3.993,5,0.773
59090100,British Columbia,395,4,0.319,4,-0.040,2,-0.529,3,-0.261
59090101,British Columbia,422,3,-0.126,4,-0.101,3,-0.193,2,-0.599
59090102,British Columbia,655,4,0.200,4,0.188,1,-0.789,4,0.665
59090103,British Columbia,1150,4,0.263,5,1.173,3,0.007,5,2.236
59090104,British Columbia,366,4,0.324,4,0.186,4,0.408,5,1.869
59090105,British Columbia,864,3,-0.322,4,-0.028,5,1.146,5,1.480
59090106,British Columbia,667,4,-0.009,4,0.148,5,1.756,5,0.759
59090107,British Columbia,732,4,0.397,4,0.164,4,0.508,5,0.781
59090108,British Columbia,650,5,1.645,4,0.105,2,-0.358,3,-0.232
59090109,British Columbia,848,4,0.357,3,-0.320,3,-0.038,2,-0.581
59090110,British Columbia,492,3,-0.435,4,0.042,5,4.851,5,1.439
59090111,British Columbia,223,3,-0.467,1,-0.978,5,5.294,5,0.800
59090112,British Columbia,759,4,0.197,5,0.279,5,0.981,5,1.693
59090113,British Columbia,1115,3,-0.552,2,-0.574,5,2.716,5,1.166
59090114,British Columbia,270,1,-0.871,1,-0.954,5,3.741,5,0.775
59090115,British Columbia,768,3,-0.472,3,-0.268,3,-0.024,4,-0.088
59090116,British Columbia,284,4,0.001,1,-0.868,1,-1.352,2,-0.546
59090117,British Columbia,353,2,-0.630,1,-0.876,2,-0.597,1,-0.839
59090118,British Columbia,624,3,-0.325,5,1.335,5,0.587,5,2.148
59090119,British Columbia,646,3,-0.124,5,0.982,4,0.491,5,2.619
59090120,British Columbia,52,3,-0.541,1,-0.838,1,-1.644,4,0.009
59090121,British Columbia,596,2,-0.728,1,-0.782,1,-0.786,3,-0.372
59090122,British Columbia,568,3,-0.359,2,-0.551,1,-0.915,2,-0.611
59090123,British Columbia,1166,3,-0.426,4,-0.011,4,0.067,3,-0.353
59090124,British Columbia,964,2,-0.631,1,-0.725,5,2.101,5,0.942
59090125,British Columbia,676,3,-0.248,2,-0.577,5,1.166,2,-0.525
59090126,British Columbia,372,5,1.894,4,0.143,5,0.739,1,-1.116
59090127,British Columbia,407,5,2.531,5,0.619,3,0.003,2,-0.494
59090128,British Columbia,480,5,2.567,4,0.167,2,-0.525,2,-0.600
59090129,British Columbia,1902,5,1.319,4,0.016,1,-0.884,4,0.088
59090131,British Columbia,1051,5,0.913,4,-0.047,1,-0.796,4,0.404
59090133,British Columbia,1043,2,-0.593,2,-0.454,5,3.228,5,1.409
59090134,British Columbia,570,5,1.866,4,-0.014,4,0.089,2,-0.680
59090135,British Columbia,607,5,1.773,4,0.101,3,-0.292,2,-0.686
59090136,British Columbia,951,5,1.791,4,-0.021,2,-0.433,1,-0.847
59090137,British Columbia,761,5,2.394,4,-0.001,2,-0.456,1,-0.856
59090140,British Columbia,391,5,2.827,5,0.516,3,-0.254,4,0.223
59090141,British Columbia,829,5,1.256,4,0.019,2,-0.392,1,-0.860
59090144,British Columbia,1150,4,0.778,3,-0.245,3,0.021,2,-0.652
59090145,British Columbia,663,4,0.431,3,-0.214,3,-0.108,1,-1.004
59090146,British Columbia,415,5,2.750,5,0.837,2,-0.649,3,-0.150
59090147,British Columbia,693,5,1.276,3,-0.259,3,-0.022,1,-1.264
59090148,British Columbia,1145,4,0.190,3,-0.172,2,-0.390,5,0.823
59090149,British Columbia,290,5,0.997,3,-0.129,5,0.649,2,-0.727
59090150,British Columbia,551,5,1.493,3,-0.274,2,-0.571,4,-0.118
59090151,British Columbia,733,4,0.641,3,-0.223,2,-0.370,2,-0.638
59090152,British Columbia,591,4,0.231,5,0.612,2,-0.513,5,1.229
59090153,British Columbia,554,5,1.118,4,0.179,1,-0.882,4,0.227
59090154,British Columbia,422,2,-0.745,5,0.317,3,-0.198,2,-0.744
59090155,British Columbia,226,4,0.031,3,-0.332,3,-0.269,3,-0.398
59090156,British Columbia,457,4,0.269,2,-0.405,2,-0.680,3,-0.471
59090157,British Columbia,537,4,0.653,3,-0.121,2,-0.515,1,-0.785
59090158,British Columbia,625,4,0.573,4,0.141,2,-0.441,2,-0.701
59090159,British Columbia,671,2,-0.578,2,-0.528,1,-0.783,2,-0.573
59090161,British Columbia,1483,3,-0.285,2,-0.502,4,0.207,4,0.067
59090163,British Columbia,791,4,0.032,1,-0.662,2,-0.730,2,-0.560
59090164,British Columbia,957,3,-0.397,2,-0.574,5,0.850,3,-0.389
59090165,British Columbia,935,3,-0.240,1,-0.634,1,-1.012,3,-0.377
59090166,British Columbia,1012,2,-0.672,1,-0.637,2,-0.557,3,-0.275
59090168,British Columbia,799,2,-0.592,1,-0.634,3,-0.343,1,-0.937
59090169,British Columbia,393,2,-0.737,1,-0.764,2,-0.569,1,-1.268
59090170,British Columbia,655,2,-0.722,1,-0.654,2,-0.477,1,-0.887
59090171,British Columbia,430,3,-0.319,2,-0.451,2,-0.723,1,-0.879
59090172,British Columbia,380,1,-0.802,1,-0.894,5,1.818,2,-0.694
59090374,British Columbia,512,3,-0.554,2,-0.580,1,-1.202,4,0.509
59090375,British Columbia,500,3,-0.167,2,-0.479,1,-0.912,3,-0.301
59090376,British Columbia,485,3,-0.538,2,-0.563,3,-0.313,1,-0.977
59090377,British Columbia,767,3,-0.163,1,-0.736,1,-0.942,2,-0.658
59090378,British Columbia,354,2,-0.592,1,-0.758,3,-0.037,1,-1.090
59090379,British Columbia,445,1,-0.832,2,-0.466,2,-0.677,1,-1.303
59090380,British Columbia,825,2,-0.683,3,-0.299,2,-0.622,2,-0.545
59090381,British Columbia,633,3,-0.414,2,-0.555,2,-0.469,2,-0.556
59090382,British Columbia,333,2,-0.652,1,-0.985,2,-0.617,1,-1.078
59090383,British Columbia,741,3,-0.220,1,-0.767,2,-0.726,2,-0.678
59090384,British Columbia,667,3,-0.436,4,-0.082,2,-0.705,1,-0.757
59090385,British Columbia,680,4,0.204,4,0.108,3,-0.033,3,-0.451
59090386,British Columbia,1384,5,1.981,3,-0.149,2,-0.574,4,0.233
59090387,British Columbia,1006,5,2.262,4,-0.112,2,-0.515,2,-0.567
59090388,British Columbia,1050,5,2.276,5,0.311,3,-0.131,2,-0.582
59090390,British Columbia,1060,5,2.387,4,0.194,2,-0.448,3,-0.466
59090391,British Columbia,537,5,1.836,4,0.188,3,-0.347,2,-0.562
59090392,British Columbia,430,2,-0.679,1,-0.758,4,0.476,1,-0.994
59090393,British Columbia,580,4,-0.060,4,0.141,2,-0.558,2,-0.741
59090394,British Columbia,508,3,-0.365,3,-0.254,3,-0.216,1,-1.098
59090395,British Columbia,436,4,-0.112,3,-0.250,2,-0.671,2,-0.734
59090396,British Columbia,645,4,0.780,4,0.071,2,-0.717,1,-0.767
59090397,British Columbia,1603,4,0.055,2,-0.500,2,-0.644,2,-0.538
59090398,British Columbia,2395,4,0.502,2,-0.520,2,-0.705,3,-0.175
59090399,British Columbia,1346,4,0.855,2,-0.403,1,-0.806,3,-0.282
59090400,British Columbia,635,3,-0.420,3,-0.302,1,-1.009,2,-0.667
59090401,British Columbia,559,3,-0.335,3,-0.187,2,-0.525,3,-0.371
59090402,British Columbia,546,3,-0.489,3,-0.299,3,-0.189,1,-0.966
59090403,British Columbia,551,3,-0.474,2,-0.498,2,-0.467,2,-0.525
59090404,British Columbia,519,1,-0.864,1,-0.754,2,-0.357,1,-0.791
59090424,British Columbia,612,4,0.330,2,-0.409,2,-0.453,1,-1.173
59090425,British Columbia,501,3,-0.232,2,-0.383,1,-0.839,1,-0.955
59090428,British Columbia,467,2,-0.612,5,0.668,2,-0.643,4,0.400
59090429,British Columbia,946,3,-0.171,4,0.087,2,-0.702,5,0.762
59090439,British Columbia,1039,4,-0.068,5,0.326,3,-0.169,5,1.627
59090444,British Columbia,880,4,-0.110,5,1.148,5,1.129,5,1.459
59090445,British Columbia,289,4,0.019,5,0.266,4,0.450,4,0.651
59090446,British Columbia,845,5,3.054,5,0.828,3,-0.344,3,-0.391
59090447,British Columbia,370,3,-0.515,1,-0.909,1,-1.081,2,-0.621
59090450,British Columbia,907,2,-0.745,2,-0.590,5,1.210,3,-0.369
59090451,British Columbia,537,1,-1.022,5,3.357,4,0.125,1,-1.074
59090452,British Columbia,116,1,-0.912,5,3.332,5,0.727,2,-0.704
59090453,British Columbia,85,2,-0.689,5,5.168,5,0.662,3,-0.401
59090456,British Columbia,67,1,-1.028,5,3.589,3,-0.210,2,-0.585
59090461,British Columbia,768,2,-0.705,4,0.038,3,0.045,3,-0.296
59090462,British Columbia,521,1,-0.828,4,-0.097,2,-0.426,2,-0.725
59090463,British Columbia,530,2,-0.757,2,-0.439,2,-0.500,1,-0.787
59090464,British Columbia,468,1,-0.859,3,-0.307,2,-0.673,2,-0.684
59090465,British Columbia,600,1,-0.836,5,0.566,5,0.622,3,-0.371
59090466,British Columbia,520,1,-0.938,3,-0.341,3,-0.167,1,-1.061
59090467,British Columbia,464,2,-0.761,4,0.003,3,-0.281,2,-0.558
59090468,British Columbia,497,2,-0.754,2,-0.400,2,-0.552,3,-0.372
59090469,British Columbia,482,3,-0.440,1,-0.745,2,-0.655,1,-0.901
59090470,British Columbia,461,3,-0.503,5,0.666,3,-0.331,2,-0.662
59090471,British Columbia,641,2,-0.629,2,-0.374,2,-0.675,2,-0.684
59090472,British Columbia,476,2,-0.566,5,0.624,3,-0.266,3,-0.320
59090473,British Columbia,306,3,-0.508,5,0.457,5,1.324,5,0.746
59090474,British Columbia,606,1,-0.795,3,-0.308,1,-1.158,3,-0.478
59090475,British Columbia,501,3,-0.386,5,0.409,2,-0.713,4,-0.074
59090476,British Columbia,635,3,-0.232,4,-0.062,3,-0.250,2,-0.700
59090477,British Columbia,473,3,-0.300,4,-0.017,2,-0.512,1,-0.795
59090478,British Columbia,497,2,-0.729,3,-0.203,2,-0.575,2,-0.678
59090479,British Columbia,568,3,-0.321,5,0.254,2,-0.682,2,-0.605
59090480,British Columbia,754,3,-0.558,4,-0.063,2,-0.521,1,-0.782
59090481,British Columbia,1068,4,0.037,3,-0.271,3,-0.281,2,-0.601
59090482,British Columbia,1333,4,0.600,3,-0.142,2,-0.554,2,-0.602
59090483,British Columbia,1220,4,-0.107,3,-0.360,1,-0.807,2,-0.577
59090484,British Columbia,470,3,-0.543,4,-0.089,2,-0.468,2,-0.718
59090485,British Columbia,1993,4,0.245,2,-0.456,2,-0.539,2,-0.725
59090486,British Columbia,881,3,-0.526,2,-0.396,4,0.382,3,-0.370
59090487,British Columbia,439,1,-0.775,3,-0.216,1,-0.898,2,-0.618
59090488,British Columbia,504,2,-0.624,3,-0.124,3,-0.237,2,-0.637
59090489,British Columbia,447,3,-0.555,5,0.379,1,-0.739,4,-0.126
59090490,British Columbia,382,2,-0.664,2,-0.481,2,-0.602,2,-0.723
59090491,British Columbia,489,3,-0.541,4,0.185,2,-0.647,4,0.106
59090492,British Columbia,433,2,-0.583,3,-0.185,2,-0.674,1,-0.889
59090493,British Columbia,595,2,-0.568,3,-0.115,1,-0.834,2,-0.488
59090494,British Columbia,441,1,-0.869,3,-0.249,1,-1.045,1,-0.995
59090495,British Columbia,617,4,-0.041,2,-0.421,1,-0.746,3,-0.470
59090496,British Columbia,458,3,-0.432,2,-0.445,2,-0.697,1,-0.871
59090497,British Columbia,437,4,-0.081,1,-0.694,1,-1.027,1,-0.747
59090498,British Columbia,486,3,-0.357,3,-0.286,1,-0.907,1,-0.789
59090499,British Columbia,684,3,-0.516,4,0.064,3,-0.177,2,-0.494
59090500,British Columbia,438,2,-0.726,4,-0.097,1,-1.112,3,-0.445
59090501,British Columbia,454,3,-0.374,5,0.319,4,0.258,4,0.014
59090502,British Columbia,433,3,-0.482,5,0.523,4,0.449,5,1.111
59090503,British Columbia,493,3,-0.547,4,0.224,3,-0.109,5,1.095
59090504,British Columbia,526,1,-0.893,5,0.394,4,0.264,4,0.593
59090505,British Columbia,1062,2,-0.633,2,-0.497,4,0.152,3,-0.399
59090506,British Columbia,441,2,-0.648,5,0.313,3,-0.029,2,-0.505
59090507,British Columbia,273,3,-0.537,4,0.002,3,0.041,2,-0.521
59090508,British Columbia,455,1,-0.793,2,-0.406,2,-0.370,1,-0.957
59090509,British Columbia,316,2,-0.757,1,-1.083,2,-0.492,2,-0.721
59090510,British Columbia,427,2,-0.632,2,-0.444,2,-0.432,2,-0.500
59090511,British Columbia,523,2,-0.690,5,0.760,5,0.680,3,-0.206
59090512,British Columbia,378,3,-0.529,5,0.687,2,-0.639,2,-0.739
59090513,British Columbia,474,3,-0.528,1,-0.757,2,-0.353,1,-1.012
59090514,British Columbia,471,1,-0.844,3,-0.343,2,-0.612,1,-0.858
59090515,British Columbia,226,3,-0.419,5,0.338,4,0.273,2,-0.641
59090516,British Columbia,684,2,-0.690,3,-0.334,1,-0.998,2,-0.614
59090517,British Columbia,381,2,-0.761,4,0.235,4,0.504,3,-0.329
59090518,British Columbia,448,1,-0.790,3,-0.311,1,-0.817,2,-0.525
59090519,British Columbia,274,3,-0.381,3,-0.365,1,-0.764,3,-0.440
59090520,British Columbia,519,3,-0.379,1,-0.690,3,-0.336,2,-0.724
59090521,British Columbia,381,1,-0.849,5,0.273,2,-0.416,3,-0.427
59090522,British Columbia,177,1,-0.812,5,1.925,4,0.510,3,-0.403
59090523,British Columbia,220,1,-0.804,5,0.300,5,1.318,2,-0.604
59090524,British Columbia,491,3,-0.419,4,0.137,3,-0.346,3,-0.369
59090525,British Columbia,299,1,-0.781,5,1.488,5,1.101,2,-0.662
59090526,British Columbia,1530,2,-0.697,1,-0.736,4,0.501,1,-0.754
59090528,British Columbia,84,2,-0.576,5,3.491,4,0.513,4,-0.067
59090530,British Columbia,771,3,-0.453,3,-0.329,4,0.100,3,-0.187
59090531,British Columbia,515,3,-0.394,4,0.007,3,-0.191,3,-0.143
59090532,British Columbia,487,2,-0.618,3,-0.302,5,1.382,5,1.575
59090533,British Columbia,697,2,-0.761,5,0.284,1,-0.776,3,-0.445
59090534,British Columbia,463,3,-0.526,5,0.521,1,-1.251,5,0.940
59090535,British Columbia,1150,3,-0.125,5,0.797,2,-0.480,5,1.821
59090536,British Columbia,381,2,-0.656,4,-0.055,5,3.910,4,0.563
59090537,British Columbia,373,3,-0.467,3,-0.310,4,0.254,4,0.671
59090538,British Columbia,436,1,-0.781,5,0.517,2,-0.695,3,-0.428
59090539,British Columbia,551,3,-0.502,5,0.455,3,-0.321,4,-0.050
59090540,British Columbia,744,3,-0.347,3,-0.238,2,-0.399,3,-0.304
59090541,British Columbia,396,2,-0.736,5,0.286,3,-0.003,3,-0.260
59090542,British Columbia,1376,3,-0.360,3,-0.226,4,0.467,3,-0.410
59090543,British Columbia,309,2,-0.712,5,0.483,3,0.037,4,-0.054
59090544,British Columbia,293,2,-0.598,3,-0.272,5,0.557,4,0.101
59090545,British Columbia,588,2,-0.718,4,-0.094,3,-0.103,4,0.206
59090546,British Columbia,643,1,-0.816,4,0.156,1,-1.034,3,-0.262
59090547,British Columbia,459,3,-0.549,5,1.658,4,0.349,5,1.135
59090550,British Columbia,807,3,-0.308,5,1.534,4,0.149,5,2.014
59090551,British Columbia,610,3,-0.345,5,1.495,3,-0.123,5,1.129
59090552,British Columbia,570,4,0.117,5,2.299,5,1.087,5,2.688
59090553,British Columbia,549,3,-0.519,5,1.461,5,0.895,5,1.774
59090554,British Columbia,611,2,-0.760,5,0.916,2,-0.704,5,0.978
59090555,British Columbia,615,2,-0.574,5,1.451,5,1.775,5,2.699
59090556,British Columbia,668,1,-0.818,4,0.040,2,-0.630,2,-0.522
59090557,British Columbia,495,3,-0.394,5,0.433,5,1.878,5,2.632
59090559,British Columbia,319,1,-0.936,4,0.217,5,1.927,5,2.505
59090564,British Columbia,573,2,-0.618,4,0.019,4,0.402,2,-0.553
59090565,British Columbia,514,1,-0.837,4,0.007,1,-1.062,1,-0.834
59090566,British Columbia,430,2,-0.708,5,0.764,3,-0.054,4,-0.030
59090567,British Columbia,522,2,-0.734,5,0.641,4,0.260,2,-0.727
